pre,post,coef_mean,coef_min,coef_max,p_median,n_mean
"2016,2017","2018,2019",-0.9276630488936164,-1.1247495355604504,-0.21143893584181264,0.08523216831727225,24.0
"2016,2017",2019,-1.1963140930654972,-1.4376803517131043,-0.4084706317983483,0.040762738638223286,24.0
