naics3,pre_value,post_value,dem_share,log_change,pct_change,abs_log_change,abs_pct_change,dataset,pre_years,post_years
315,442373127.4166667,463410842.1666667,0.6654534055934824,0.04646030308365212,0.04755649348063762,0.04646030308365212,0.04755649348063762,exports,"2016,2017",2019
316,375093709.5,357331912.6666667,0.5733617684630457,-0.04851080954414044,-0.04735295843006748,0.04851080954414044,0.04735295843006748,exports,"2016,2017",2019
321,622482841.125,582232551.5833334,0.4224203251330003,-0.06684612241054921,-0.06466088200748332,0.06684612241054921,0.06466088200748332,exports,"2016,2017",2019
322,1974826713.625,1977925134.6666667,0.5159129537331816,0.0015677289114961468,0.0015689584409050994,0.0015677289114961468,0.0015689584409050994,exports,"2016,2017",2019
323,448943981.2916667,421473411.6666667,0.5390494485762766,-0.06314142150505475,-0.061189303721065236,0.06314142150505475,0.061189303721065236,exports,"2016,2017",2019
324,6295615530.208333,7823510698.0,0.541594869441496,0.21727994865014466,0.24269194337874467,0.21727994865014466,0.24269194337874467,exports,"2016,2017",2019
325,15715027116.375,17399427600.25,0.5486899845346436,0.10181991338491159,0.10718406474271114,0.10181991338491159,0.10718406474271114,exports,"2016,2017",2019
326,2737402602.2916665,2839444379.6666665,0.4825088371443883,0.03659887663235395,0.03727686139027342,0.03659887663235395,0.03727686139027342,exports,"2016,2017",2019
327,982362625.5,985321331.3333334,0.4965023283603753,0.0030073000828210183,0.003011826546055252,0.0030073000828210183,0.003011826546055252,exports,"2016,2017",2019
331,4514591105.208333,4407156581.333333,0.5048803354097867,-0.024084903767214172,-0.023797177057974572,0.024084903767214172,0.023797177057974572,exports,"2016,2017",2019
332,3768352793.9166665,4102664459.0,0.498529565886642,0.08499864939626889,0.08871559627405912,0.08499864939626889,0.08871559627405912,exports,"2016,2017",2019
333,10789016919.708334,11407455660.333334,0.4979457043639007,0.05573848211967203,0.05732113919436865,0.05573848211967203,0.05732113919436865,exports,"2016,2017",2019
334,17083025766.666666,17621162517.75,0.6012632400110499,0.03101527021656736,0.03150125501381473,0.03101527021656736,0.03150125501381473,exports,"2016,2017",2019
335,4862472598.958333,5098843922.083333,0.5448066506961518,0.04746675833657932,0.048611342956593084,0.04746675833657932,0.048611342956593084,exports,"2016,2017",2019
336,23137015840.125,23938396668.166668,0.4991828402386873,0.03404997261324638,0.03463630891637659,0.03404997261324638,0.03463630891637659,exports,"2016,2017",2019
337,468678216.5416667,477446342.3333333,0.4596825362541231,0.018535354016432137,0.018708199959379,0.018535354016432137,0.018708199959379,exports,"2016,2017",2019
339,6616748561.875,6851667579.916667,0.5561162219852294,0.03488796947239692,0.0355036942759539,0.03488796947239692,0.0355036942759539,exports,"2016,2017",2019
113,185210415.58333334,219491637.91666666,0.37794667258382,0.1698215754564032,0.18509338270940212,0.1698215754564032,0.18509338270940212,imports,2016,"2018,2019"
114,1233799691.5833333,1358201004.7916667,0.5360206485960334,0.09606244567343936,0.100827803781252,0.09606244567343936,0.100827803781252,imports,2016,"2018,2019"
211,9113785936.666666,12591808119.916666,0.3980050535504876,0.3232582480488624,0.38162210605114066,0.3232582480488624,0.38162210605114066,imports,2016,"2018,2019"
212,357834299.5,458006023.375,0.3503220432995317,0.24681230680784694,0.2799388544221988,0.24681230680784694,0.2799388544221988,imports,2016,"2018,2019"
311,4827764192.166667,5664395827.208333,0.5021685676494811,0.1598167783762392,0.1732958781207976,0.1598167783762392,0.1732958781207976,imports,2016,"2018,2019"
312,1928894568.5833333,2202412632.125,0.5860761247747622,0.13260633401407063,0.1418004218564164,0.13260633401407063,0.1418004218564164,imports,2016,"2018,2019"
313,687710856.9166666,707493675.7916666,0.4393182838166458,0.028360207179783714,0.02876618665538566,0.028360207179783714,0.02876618665538566,imports,2016,"2018,2019"
314,1719965504.8333333,1934463707.9583333,0.4560377545307784,0.11752589926291535,0.12471075874616755,0.11752589926291535,0.12471075874616755,imports,2016,"2018,2019"
315,7061504118.333333,7311338989.958333,0.6654534055934824,0.03476835261236744,0.03537983798329458,0.03476835261236744,0.03537983798329458,imports,2016,"2018,2019"
316,3181127492.8333335,3276529739.5833335,0.5733617684630457,0.029549164641601067,0.02999007331989323,0.029549164641601067,0.02999007331989323,imports,2016,"2018,2019"
321,1563953291.6666667,1658151977.625,0.4224203251330003,0.05848693872214383,0.06023113763068211,0.05848693872214383,0.06023113763068211,imports,2016,"2018,2019"
322,1632952616.0,1800343424.7916667,0.5159129537331816,0.09758764122129548,0.10250806248236333,0.09758764122129548,0.10250806248236333,imports,2016,"2018,2019"
323,455171506.25,490900085.7083333,0.5390494485762766,0.07556633091697051,0.07849476289209911,0.07556633091697051,0.07849476289209911,imports,2016,"2018,2019"
324,3508148743.5833335,5293168516.416667,0.541594869441496,0.41132855510846866,0.5088210059787996,0.41132855510846866,0.5088210059787996,imports,2016,"2018,2019"
325,17891277761.5,21423729093.833332,0.5486899845346436,0.1801858256881168,0.19743985753408655,0.1801858256881168,0.19743985753408655,imports,2016,"2018,2019"
326,4149052245.0,4925967719.666667,0.4825088371443883,0.17164081316269986,0.18725131157432973,0.17164081316269986,0.18725131157432973,imports,2016,"2018,2019"
327,1810313447.9166667,2059227988.7083333,0.4965023283603753,0.1288311438683003,0.137498034430513,0.1288311438683003,0.137498034430513,imports,2016,"2018,2019"
331,6665166831.333333,7607460274.041667,0.5048803354097867,0.1322343965536703,0.141375822474324,0.1322343965536703,0.141375822474324,imports,2016,"2018,2019"
332,5532409204.083333,6387454733.0,0.498529565886642,0.1437124872583304,0.15455211235741184,0.1437124872583304,0.15455211235741184,imports,2016,"2018,2019"
333,12635135670.083334,15713273902.125,0.4979457043639007,0.21802434819485228,0.24361734708792127,0.21802434819485228,0.24361734708792127,imports,2016,"2018,2019"
334,31055327254.166668,33396158698.041668,0.6012632400110499,0.07267052048242917,0.07537616411886083,0.07267052048242917,0.07537616411886083,imports,2016,"2018,2019"
335,8677748628.083334,10387697549.375,0.5448066506961518,0.1798600576070406,0.19704983338165039,0.1798600576070406,0.19704983338165039,imports,2016,"2018,2019"
336,31231048112.583332,33882014859.875,0.4991828402386873,0.08147160668234221,0.08488241373569405,0.08147160668234221,0.08488241373569405,imports,2016,"2018,2019"
337,3201340291.75,3639747791.0416665,0.4596825362541231,0.1283448277846695,0.13694498533050758,0.1283448277846695,0.13694498533050758,imports,2016,"2018,2019"
339,9861923407.5,10656091103.25,0.5561162219852294,0.07745044189556793,0.08052868217837039,0.07745044189556793,0.08052868217837039,imports,2016,"2018,2019"
113,202871609.16666666,204238282.08333334,0.37794667258382,0.0067140498425430906,0.006736639603148742,0.0067140498425430906,0.006736639603148742,exports,2016,"2018,2019"
114,449432381.1666667,456903424.0416667,0.5360206485960334,0.016486631237629723,0.016623285700078316,0.016486631237629723,0.016623285700078316,exports,2016,"2018,2019"
211,1892176995.5833333,7158210240.916667,0.3980050535504876,1.33053196765648,2.7830553154515467,1.33053196765648,2.7830553154515467,exports,2016,"2018,2019"
212,988665255.0833334,1677962532.1666667,0.3503220432995317,0.5289797516500485,0.6971998596483835,0.5289797516500485,0.6971998596483835,exports,2016,"2018,2019"
311,5125554020.083333,5534153525.666667,0.5021685676494811,0.07670000257829201,0.0797181151505435,0.07670000257829201,0.0797181151505435,exports,2016,"2018,2019"
312,728192822.25,758381091.4583334,0.5860761247747622,0.04062013962720812,0.04145642237320657,0.04062013962720812,0.04145642237320657,exports,2016,"2018,2019"
313,759627986.9166666,784290293.875,0.4393182838166458,0.031950402074620854,0.03246629584889016,0.031950402074620854,0.03246629584889016,exports,2016,"2018,2019"
314,262547591.66666666,269230478.5416667,0.4560377545307784,0.02513544312716931,0.025454001815734317,0.02513544312716931,0.025454001815734317,exports,2016,"2018,2019"
315,441835944.25,467456113.125,0.6654534055934824,0.05636682233066992,0.05798570534701364,0.05636682233066992,0.05798570534701364,exports,2016,"2018,2019"
316,378193576.5833333,365973222.5,0.5733617684630457,-0.03284600374412605,-0.03231243162227693,0.03284600374412605,0.03231243162227693,exports,2016,"2018,2019"
321,591389110.4166666,621878393.3333334,0.4224203251330003,0.050270370494033045,0.05155536748924128,0.050270370494033045,0.05155536748924128,exports,2016,"2018,2019"
322,1916428991.3333333,2051837146.4583333,0.5159129537331816,0.06827200690447555,0.0706564948335453,0.06827200690447555,0.0706564948335453,exports,2016,"2018,2019"
323,453032831.4166667,424423116.8333333,0.5390494485762766,-0.06523372368680569,-0.06315152589243633,0.06523372368680569,0.06315152589243633,exports,2016,"2018,2019"
324,5577049282.75,8241531028.0,0.541594869441496,0.3905262968774359,0.47775832885166203,0.3905262968774359,0.47775832885166203,exports,2016,"2018,2019"
325,15364626110.75,17341764877.833332,0.5486899845346436,0.121049885442158,0.12868121572447566,0.121049885442158,0.12868121572447566,exports,2016,"2018,2019"
326,2686902332.0833335,2884331865.5833335,0.4825088371443883,0.07090430342673315,0.07347849273960017,0.07090430342673315,0.07347849273960017,exports,2016,"2018,2019"
327,954759431.25,1013294259.0416666,0.4965023283603753,0.05950254053523096,0.06130845726763967,0.05950254053523096,0.06130845726763967,exports,2016,"2018,2019"
331,4320310711.0,4676598552.666667,0.5048803354097867,0.0792437171807947,0.08246810599976473,0.0792437171807947,0.08246810599976473,exports,2016,"2018,2019"
332,3725390299.0,4077584050.2916665,0.498529565886642,0.0903330438951997,0.09453875245936127,0.0903330438951997,0.09453875245936127,exports,2016,"2018,2019"
333,10412157928.666666,11651061168.0,0.4979457043639007,0.1124231082809537,0.11898621283128974,0.1124231082809537,0.11898621283128974,exports,2016,"2018,2019"
334,16813218008.833334,17710293282.416668,0.6012632400110499,0.05198064863434482,0.05335535845142969,0.05198064863434482,0.05335535845142969,exports,2016,"2018,2019"
335,4757748295.0,5161174989.208333,0.5448066506961518,0.08138975560585848,0.08479361857631296,0.08138975560585848,0.08479361857631296,exports,2016,"2018,2019"
336,23066358499.583332,23908604583.875,0.4991828402386873,0.03586320455251979,0.03651404638954525,0.03586320455251979,0.03651404638954525,exports,2016,"2018,2019"
337,464002714.75,483630567.7916667,0.4596825362541231,0.04143092261264769,0.04230115992369132,0.04143092261264769,0.04230115992369132,exports,2016,"2018,2019"
339,6534935940.333333,6921021083.875,0.5561162219852294,0.057400769739835766,0.0590801726393011,0.057400769739835766,0.0590801726393011,exports,2016,"2018,2019"
